0.000000000000000000e+00,5.581793575783716221e+01
1.000000000000000000e+00,-4.959501547265800525e+01
2.000000000000000000e+00,-8.208253303490173902e-01
3.000000000000000000e+00,-2.879918891566353878e+01
4.000000000000000000e+00,1.375991131989626481e+01
5.000000000000000000e+00,-2.015907239730813316e+01
6.000000000000000000e+00,-2.836016663182766351e+01
7.000000000000000000e+00,3.123024553751004717e+01
8.000000000000000000e+00,2.000179570756196412e+01
9.000000000000000000e+00,-6.335781581417288422e+00
1.000000000000000000e+01,4.352218174283194685e+01
1.100000000000000000e+01,7.185270943181021330e+00
1.200000000000000000e+01,3.093733738601445182e+01
1.300000000000000000e+01,2.723469943439072694e+01
1.400000000000000000e+01,1.335373960908102475e+01
1.500000000000000000e+01,3.903852341719317565e+01
1.600000000000000000e+01,-1.132828337643299221e+01
1.700000000000000000e+01,-1.617918072150807873e+01
1.800000000000000000e+01,5.954902286590802873e+01
1.900000000000000000e+01,-1.521339005014338497e+00
2.000000000000000000e+01,6.320524508317907220e+01
2.100000000000000000e+01,4.322452165710757299e+01
2.200000000000000000e+01,4.045684504429883788e+01
2.300000000000000000e+01,4.636626829932350802e+01
2.400000000000000000e+01,-1.934350146593869724e+00
2.500000000000000000e+01,4.659819890576243751e+01
2.600000000000000000e+01,3.696718158769855478e+01
2.700000000000000000e+01,3.818253149211579967e+01
2.800000000000000000e+01,8.900446584189438681e+01
2.900000000000000000e+01,6.299627320243943984e+01
3.000000000000000000e+01,7.281208986122047477e+00
3.100000000000000000e+01,1.906851380044160393e+01
3.200000000000000000e+01,7.938148829813840734e+01
3.300000000000000000e+01,3.579901099468743553e+01
3.400000000000000000e+01,6.913957278209302615e+01
3.500000000000000000e+01,4.274197333677411592e+01
3.600000000000000000e+01,1.001970473777789579e+02
3.700000000000000000e+01,4.232727340090819723e+01
3.800000000000000000e+01,1.174344419870000564e+02
3.900000000000000000e+01,5.893155293431574648e+01
4.000000000000000000e+01,3.898417113947571977e+01
4.100000000000000000e+01,7.351254517718115267e+01
4.200000000000000000e+01,8.131384280333762149e+01
4.300000000000000000e+01,1.239239678699554759e+01
4.400000000000000000e+01,9.997174084316699805e+01
4.500000000000000000e+01,7.042391346219582715e+01
4.600000000000000000e+01,1.873161836259203028e+01
4.700000000000000000e+01,9.048134881641014715e+01
4.800000000000000000e+01,5.822749170376198435e+01
4.900000000000000000e+01,8.534709381780642445e+01
5.000000000000000000e+01,1.044329939279040502e+02
5.100000000000000000e+01,8.686332295292095296e+01
5.200000000000000000e+01,7.872075646057882636e+01
5.300000000000000000e+01,1.310098098403685754e+02
5.400000000000000000e+01,1.114339086221857258e+02
5.500000000000000000e+01,7.622718344514595401e+01
5.600000000000000000e+01,1.001358518229462078e+02
5.700000000000000000e+01,1.244346953082612828e+02
5.800000000000000000e+01,1.155460412016213496e+02
5.900000000000000000e+01,1.495721218256420002e+02
6.000000000000000000e+01,9.514760246556986090e+01
6.100000000000000000e+01,8.424945836504238628e+01
6.200000000000000000e+01,1.169421494501154228e+02
6.300000000000000000e+01,1.021609954328024799e+02
6.400000000000000000e+01,7.537722950358110552e+01
6.500000000000000000e+01,1.161833558019874886e+02
6.600000000000000000e+01,1.300825546630747738e+02
6.700000000000000000e+01,2.661445891846303624e+01
6.800000000000000000e+01,1.150625428785036348e+02
6.900000000000000000e+01,9.623152325840224819e+01
7.000000000000000000e+01,6.594730705028797502e+01
7.100000000000000000e+01,9.634928002529835567e+01
7.200000000000000000e+01,1.176828435681391767e+02
7.300000000000000000e+01,1.142863999426583490e+02
7.400000000000000000e+01,9.969118915467988984e+01
7.500000000000000000e+01,1.146042565331941319e+02
7.600000000000000000e+01,7.257042467149133813e+01
7.700000000000000000e+01,1.545466865009751700e+02
7.800000000000000000e+01,1.168685116994454916e+02
7.900000000000000000e+01,1.396391991318979535e+02
8.000000000000000000e+01,1.563052293865903266e+02
8.100000000000000000e+01,1.486158848194704376e+02
8.200000000000000000e+01,1.154905520969692958e+02
8.300000000000000000e+01,1.708318132479422786e+02
8.400000000000000000e+01,1.601808961148486219e+02
8.500000000000000000e+01,8.883510624646021370e+01
8.600000000000000000e+01,1.702752831886044191e+02
8.700000000000000000e+01,1.579156015750979520e+02
8.800000000000000000e+01,1.540947083821477293e+02
8.900000000000000000e+01,1.523075593636785641e+02
9.000000000000000000e+01,1.970917036710755497e+02
9.100000000000000000e+01,1.351458533023239283e+02
9.200000000000000000e+01,1.676580892091507735e+02
9.300000000000000000e+01,1.534654576682175389e+02
9.400000000000000000e+01,1.677897671278616087e+02
9.500000000000000000e+01,1.565655593304988429e+02
9.600000000000000000e+01,1.555870259975687873e+02
9.700000000000000000e+01,1.644544992070768217e+02
9.800000000000000000e+01,1.596455887419183455e+02
9.900000000000000000e+01,1.793560568422918777e+02
