0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.071243253957930186e+00,2.071243253957930186e+00
2.000000000000000000e+00,5.442847915345376819e-01,2.544284791534537682e+00
3.000000000000000000e+00,4.996460039190135483e+00,7.996460039190135483e+00
4.000000000000000000e+00,2.797968955873360031e+00,6.797968955873360031e+00
5.000000000000000000e+00,5.273063139124527510e+00,1.027306313912452751e+01
6.000000000000000000e+00,1.152082368687160319e+01,1.752082368687160141e+01
7.000000000000000000e+00,1.053302667091788436e+00,8.053302667091788436e+00
8.000000000000000000e+00,1.163488472836338516e+01,1.963488472836338516e+01
9.000000000000000000e+00,2.436584338560108876e+01,3.336584338560108876e+01
1.000000000000000000e+01,2.363976324092931236e+01,3.363976324092931236e+01
1.100000000000000000e+01,2.062125896694260518e+01,3.162125896694260518e+01
1.200000000000000000e+01,1.228060102224660177e+01,2.428060102224660000e+01
1.300000000000000000e+01,2.257169814954384179e+01,3.557169814954384179e+01
1.400000000000000000e+01,3.272071727419998410e+01,4.672071727419998410e+01
1.500000000000000000e+01,1.835218581970267593e+01,3.335218581970267593e+01
1.600000000000000000e+01,9.182593062868754430e+00,2.518259306286875443e+01
1.700000000000000000e+01,1.318016475897257145e+01,3.018016475897257322e+01
1.800000000000000000e+01,5.613031827581144739e+01,7.413031827581144739e+01
1.900000000000000000e+01,-1.698452096616248497e+01,2.015479033837515033e+00
2.000000000000000000e+01,-1.072961981407903664e+01,9.270380185920963356e+00
2.100000000000000000e+01,2.562737866681487731e+00,2.356273786668148773e+01
2.200000000000000000e+01,3.178395017342359807e+01,5.378395017342359807e+01
2.300000000000000000e+01,6.041185841108946164e+01,8.341185841108946875e+01
2.400000000000000000e+01,3.711808471601781179e+01,6.111808471601781179e+01
2.500000000000000000e+01,2.835797318496440056e+01,5.335797318496440056e+01
2.600000000000000000e+01,2.459191471428516707e+01,5.059191471428516707e+01
2.700000000000000000e+01,7.261254207409155015e+01,9.961254207409155015e+01
2.800000000000000000e+01,-6.789345762278500729e+00,2.121065423772149927e+01
2.900000000000000000e+01,3.125863472416736144e+01,6.025863472416736499e+01
3.000000000000000000e+01,-5.466737422790043865e+01,-2.466737422790043865e+01
3.100000000000000000e+01,3.788468139762190390e+01,6.888468139762190390e+01
3.200000000000000000e+01,-2.956565845529951275e+00,2.904343415447004872e+01
3.300000000000000000e+01,3.403930684038101617e+01,6.703930684038101617e+01
3.400000000000000000e+01,6.326631245665168990e+01,9.726631245665168990e+01
3.500000000000000000e+01,6.520851837559672504e+01,1.002085183755967250e+02
3.600000000000000000e+01,-1.514868899904916333e+01,2.085131100095083667e+01
3.700000000000000000e+01,5.986547028042507890e+01,9.686547028042508600e+01
3.800000000000000000e+01,-5.597735652697949149e+01,-1.797735652697949149e+01
3.900000000000000000e+01,2.277519308377020835e+01,6.177519308377020479e+01
4.000000000000000000e+01,1.645951595748901042e+01,5.645951595748901042e+01
4.100000000000000000e+01,8.709749346136749182e+01,1.280974934613674918e+02
4.200000000000000000e+01,7.040380219042303622e+01,1.124038021904230362e+02
4.300000000000000000e+01,1.328749343552000184e+01,5.628749343552000539e+01
4.400000000000000000e+01,6.153863316895849778e+01,1.055386331689584978e+02
4.500000000000000000e+01,6.764466391292025094e+01,1.126446639129202509e+02
4.600000000000000000e+01,1.209073093561943182e+02,1.669073093561943324e+02
4.700000000000000000e+01,5.005203456679979013e+01,9.705203456679979013e+01
4.800000000000000000e+01,7.197357508685675498e+01,1.199735750868567550e+02
4.900000000000000000e+01,2.323025152502458468e+01,7.223025152502458468e+01
5.000000000000000000e+01,6.954595142507443484e+00,5.695459514250744348e+01
5.100000000000000000e+01,4.812894741335895077e+01,9.912894741335895787e+01
5.200000000000000000e+01,1.136735311506186008e+02,1.656735311506186008e+02
5.300000000000000000e+01,-1.934408524832500120e+01,3.365591475167499880e+01
5.400000000000000000e+01,-1.730395456883546501e+01,3.669604543116453499e+01
5.500000000000000000e+01,1.001899905918658931e+02,1.551899905918658931e+02
5.600000000000000000e+01,1.277852157624454605e+02,1.837852157624454605e+02
5.700000000000000000e+01,-1.634094797651241038e+01,4.065905202348758962e+01
5.800000000000000000e+01,1.568973015638608359e+01,7.368973015638607649e+01
5.900000000000000000e+01,4.605901288732687249e+01,1.050590128873268725e+02
6.000000000000000000e+01,1.089997251874069661e+02,1.689997251874069661e+02
6.100000000000000000e+01,4.686552024442809739e+01,1.078655202444280974e+02
6.200000000000000000e+01,1.652158384455900375e+01,7.852158384455900375e+01
6.300000000000000000e+01,-6.194477239398750612e+00,5.680552276060124939e+01
6.400000000000000000e+01,1.784286088032703788e+02,2.424286088032703788e+02
6.500000000000000000e+01,2.675056506715737470e+01,9.175056506715736759e+01
6.600000000000000000e+01,6.099525405089947583e+01,1.269952540508994758e+02
6.700000000000000000e+01,1.309904474585239029e+02,1.979904474585239029e+02
6.800000000000000000e+01,-4.063918767405988319e+01,2.736081232594011681e+01
6.900000000000000000e+01,8.114700891434125651e+00,7.711470089143412565e+01
7.000000000000000000e+01,2.473985439220045635e+01,9.473985439220045635e+01
7.100000000000000000e+01,7.646410381883191576e+01,1.474641038188319158e+02
7.200000000000000000e+01,1.274696865324871027e+02,1.994696865324871169e+02
7.300000000000000000e+01,-5.483474843813937127e+00,6.751652515618606287e+01
7.400000000000000000e+01,4.263516868714562946e+01,1.166351686871456366e+02
7.500000000000000000e+01,1.207704684930315011e+02,1.957704684930315011e+02
7.600000000000000000e+01,1.747291617652810487e+02,2.507291617652810487e+02
7.700000000000000000e+01,9.043655448123183760e+01,1.674365544812318376e+02
7.800000000000000000e+01,9.998170802406801272e+01,1.779817080240680127e+02
7.900000000000000000e+01,1.585764022821953176e+02,2.375764022821953176e+02
8.000000000000000000e+01,4.199619161665131628e+01,1.219961916166513163e+02
8.100000000000000000e+01,1.677580210531689318e+02,2.487580210531689318e+02
8.200000000000000000e+01,-2.466743636285767138e+01,5.733256363714232862e+01
8.300000000000000000e+01,1.874126234613780753e+02,2.704126234613780753e+02
8.400000000000000000e+01,1.192334841474753659e+01,9.592334841474753659e+01
8.500000000000000000e+01,7.510323771109817415e+01,1.601032377110981884e+02
8.600000000000000000e+01,1.757511798395809990e+02,2.617511798395810274e+02
8.700000000000000000e+01,1.639184371055330871e+02,2.509184371055330871e+02
8.800000000000000000e+01,1.209152129127926969e+02,2.089152129127926969e+02
8.900000000000000000e+01,6.600930914610796663e+01,1.550093091461079666e+02
9.000000000000000000e+01,2.389846682452877076e+02,3.289846682452877076e+02
9.100000000000000000e+01,4.351913740484862814e+01,1.345191374048486352e+02
9.200000000000000000e+01,1.874755572323835224e+02,2.794755572323834940e+02
9.300000000000000000e+01,5.354026732633544583e+01,1.465402673263354529e+02
9.400000000000000000e+01,2.666124658341969678e+01,1.206612465834196968e+02
9.500000000000000000e+01,9.958559161872459242e+01,1.945855916187246066e+02
9.600000000000000000e+01,2.384822630883998897e+02,3.344822630883999182e+02
9.700000000000000000e+01,3.779242766378727936e+01,1.347924276637872936e+02
9.800000000000000000e+01,2.899428857211186141e+02,3.879428857211186141e+02
9.900000000000000000e+01,1.124942904576138574e+02,2.114942904576138574e+02
